average_class_size,borough,core_course_ms_core_and_9_12_only_,core_subject_ms_core_and_9_12_only_,csd,data_source,grade_,number_of_sections,number_of_students_seats_filled,program_type,school_code,school_name,schoolwide_pupil_teacher_ratio,service_category_k_9_only_,size_of_largest_class,size_of_smallest_class
19.0,M,-,-,1,ATS,0K,1,19,GEN ED,M015,P.S. 015 Roberto Clemente,,-,19,19
21.0,M,-,-,1,ATS,0K,1,21,CTT,M015,P.S. 015 Roberto Clemente,,-,21,21
17.0,M,-,-,1,ATS,01,1,17,GEN ED,M015,P.S. 015 Roberto Clemente,,-,17,17
17.0,M,-,-,1,ATS,01,1,17,CTT,M015,P.S. 015 Roberto Clemente,,-,17,17
15.0,M,-,-,1,ATS,02,1,15,GEN ED,M015,P.S. 015 Roberto Clemente,,-,15,15
17.0,M,-,-,1,ATS,02,1,17,CTT,M015,P.S. 015 Roberto Clemente,,-,17,17
12.0,M,-,-,1,ATS,03,1,12,GEN ED,M015,P.S. 015 Roberto Clemente,,-,12,12
15.0,M,-,-,1,ATS,03,1,15,CTT,M015,P.S. 015 Roberto Clemente,,-,15,15
13.0,M,-,-,1,ATS,04,2,26,GEN ED,M015,P.S. 015 Roberto Clemente,,-,14,12
27.0,M,-,-,1,ATS,05,1,27,GEN ED,M015,P.S. 015 Roberto Clemente,,-,27,27
9.0,M,-,-,1,ATS,0K-09,1,9,SPEC ED,M015,P.S. 015 Roberto Clemente,,12:1:1,9,9
,M,,,1,,,,,,M015,P.S. 015 Roberto Clemente,8.4,,,
19.5,M,-,-,1,ATS,0K,2,39,GEN ED,M019,P.S. 019 Asher Levy,,-,21,18
12.0,M,-,-,1,ATS,0K,1,12,CTT,M019,P.S. 019 Asher Levy,,-,12,12
19.5,M,-,-,1,ATS,01,2,39,GEN ED,M019,P.S. 019 Asher Levy,,-,20,19
13.0,M,-,-,1,ATS,01,1,13,CTT,M019,P.S. 019 Asher Levy,,-,13,13
23.0,M,-,-,1,ATS,02,2,46,GEN ED,M019,P.S. 019 Asher Levy,,-,24,22
17.5,M,-,-,1,ATS,03,2,35,GEN ED,M019,P.S. 019 Asher Levy,,-,18,17
22.0,M,-,-,1,ATS,04,1,22,GEN ED,M019,P.S. 019 Asher Levy,,-,22,22
24.0,M,-,-,1,ATS,04,1,24,CTT,M019,P.S. 019 Asher Levy,,-,24,24
22.0,M,-,-,1,ATS,05,1,22,GEN ED,M019,P.S. 019 Asher Levy,,-,22,22
21.0,M,-,-,1,ATS,05,1,21,CTT,M019,P.S. 019 Asher Levy,,-,21,21
7.0,M,-,-,1,ATS,0K-09,1,7,SPEC ED,M019,P.S. 019 Asher Levy,,12:1,7,7
11.0,M,-,-,1,ATS,0K-09,1,11,SPEC ED,M019,P.S. 019 Asher Levy,,12:1:1,11,11
,M,,,1,,,,,,M019,P.S. 019 Asher Levy,10.0,,,
22.3,M,-,-,1,ATS,0K,4,89,GEN ED,M020,P.S. 020 Anna Silver,,-,23,20
22.0,M,-,-,1,ATS,0K,1,22,CTT,M020,P.S. 020 Anna Silver,,-,22,22
23.0,M,-,-,1,ATS,01,3,69,GEN ED,M020,P.S. 020 Anna Silver,,-,24,22
21.0,M,-,-,1,ATS,01,1,21,CTT,M020,P.S. 020 Anna Silver,,-,21,21
18.3,M,-,-,1,ATS,02,3,55,GEN ED,M020,P.S. 020 Anna Silver,,-,21,16
22.0,M,-,-,1,ATS,02,1,22,CTT,M020,P.S. 020 Anna Silver,,-,22,22
19.0,M,-,-,1,ATS,03,3,57,GEN ED,M020,P.S. 020 Anna Silver,,-,20,17
22.0,M,-,-,1,ATS,03,1,22,CTT,M020,P.S. 020 Anna Silver,,-,22,22
23.3,M,-,-,1,ATS,04,3,70,GEN ED,M020,P.S. 020 Anna Silver,,-,24,23
24.0,M,-,-,1,ATS,04,1,24,CTT,M020,P.S. 020 Anna Silver,,-,24,24
28.5,M,-,-,1,ATS,05,2,57,GEN ED,M020,P.S. 020 Anna Silver,,-,29,28
29.0,M,-,-,1,ATS,05,1,29,CTT,M020,P.S. 020 Anna Silver,,-,29,29
11.3,M,-,-,1,ATS,0K-09,3,34,SPEC ED,M020,P.S. 020 Anna Silver,,12:1:1,12,11
,M,,,1,,,,,,M020,P.S. 020 Anna Silver,13.4,,,
13.0,M,-,-,1,ATS,0K,2,26,GEN ED,M034,P.S. 034 Franklin D. Roosevelt,,-,14,12
27.0,M,-,-,1,ATS,0K,1,27,CTT,M064,P.S. 064 Robert Simon,,-,27,27
16.0,M,-,-,1,ATS,01,1,16,GEN ED,M034,P.S. 034 Franklin D. Roosevelt,,-,16,16
14.0,M,-,-,1,ATS,01,1,14,CTT,M034,P.S. 034 Franklin D. Roosevelt,,-,14,14
24.0,M,-,-,1,ATS,02,1,24,GEN ED,M034,P.S. 034 Franklin D. Roosevelt,,-,24,24
20.0,M,-,-,1,ATS,02,1,20,CTT,M034,P.S. 034 Franklin D. Roosevelt,,-,20,20
15.0,M,-,-,1,ATS,03,1,15,GEN ED,M034,P.S. 034 Franklin D. Roosevelt,,-,15,15
14.0,M,-,-,1,ATS,03,1,14,CTT,M034,P.S. 034 Franklin D. Roosevelt,,-,14,14
18.0,M,-,-,1,ATS,04,1,18,GEN ED,M034,P.S. 034 Franklin D. Roosevelt,,-,18,18
19.0,M,-,-,1,ATS,04,1,19,CTT,M034,P.S. 034 Franklin D. Roosevelt,,-,19,19
19.0,M,-,-,1,ATS,05,1,19,GEN ED,M034,P.S. 034 Franklin D. Roosevelt,,-,19,19
19.0,M,-,-,1,ATS,05,1,19,CTT,M034,P.S. 034 Franklin D. Roosevelt,,-,19,19
26.0,M,-,-,1,ATS,06,1,26,GEN ED,M034,P.S. 034 Franklin D. Roosevelt,,-,26,26
27.0,M,-,-,1,ATS,06,1,27,CTT,M034,P.S. 034 Franklin D. Roosevelt,,-,27,27
25.0,M,-,-,1,ATS,07,1,25,GEN ED,M034,P.S. 034 Franklin D. Roosevelt,,-,25,25
27.0,M,-,-,1,ATS,07,1,27,CTT,M034,P.S. 034 Franklin D. Roosevelt,,-,27,27
23.0,M,-,-,1,ATS,08,1,23,GEN ED,M034,P.S. 034 Franklin D. Roosevelt,,-,23,23
25.0,M,-,-,1,ATS,08,1,25,CTT,M034,P.S. 034 Franklin D. Roosevelt,,-,25,25
10.0,M,-,-,1,ATS,0K-09,2,20,SPEC ED,M034,P.S. 034 Franklin D. Roosevelt,,12:1,12,8
25.3,M,MS English Core,ENGLISH,1,STARS,MS Core,3,76,GEN ED,M034,P.S. 034 Franklin D. Roosevelt,,-,26,25
25.3,M,MS Math Core,MATH,1,STARS,MS Core,3,76,GEN ED,M034,P.S. 034 Franklin D. Roosevelt,,-,26,25
25.3,M,MS Science Core,SCIENCE,1,STARS,MS Core,3,76,GEN ED,M034,P.S. 034 Franklin D. Roosevelt,,-,26,25
25.3,M,MS Social Studies Core,SOCIAL STUDIES,1,STARS,MS Core,3,76,GEN ED,M034,P.S. 034 Franklin D. Roosevelt,,-,26,25
25.7,M,MS English Core,ENGLISH,1,STARS,MS Core,3,77,CTT,M034,P.S. 034 Franklin D. Roosevelt,,-,28,22
25.7,M,MS Math Core,MATH,1,STARS,MS Core,3,77,CTT,M034,P.S. 034 Franklin D. Roosevelt,,-,28,22
25.7,M,MS Science Core,SCIENCE,1,STARS,MS Core,3,77,CTT,M034,P.S. 034 Franklin D. Roosevelt,,-,28,22
25.7,M,MS Social Studies Core,SOCIAL STUDIES,1,STARS,MS Core,3,77,CTT,M034,P.S. 034 Franklin D. Roosevelt,,-,28,22
,M,,,1,,,,,,M034,P.S. 034 Franklin D. Roosevelt,9.6,,,
14.0,M,-,-,1,ATS,0K,1,14,GEN ED,M063,P.S. 063 William McKinley,,-,14,14
15.0,M,-,-,1,ATS,0K,1,15,CTT,M063,P.S. 063 William McKinley,,-,15,15
23.0,M,-,-,1,ATS,01,1,23,CTT,M063,P.S. 063 William McKinley,,-,23,23
25.0,M,-,-,1,ATS,02,1,25,CTT,M063,P.S. 063 William McKinley,,-,25,25
10.0,M,-,-,1,ATS,03,1,10,GEN ED,M063,P.S. 063 William McKinley,,-,10,10
14.0,M,-,-,1,ATS,03,1,14,CTT,M063,P.S. 063 William McKinley,,-,14,14
21.0,M,-,-,1,ATS,04,1,21,CTT,M063,P.S. 063 William McKinley,,-,21,21
17.0,M,-,-,1,ATS,05,1,17,GEN ED,M063,P.S. 063 William McKinley,,-,17,17
18.0,M,-,-,1,ATS,05,1,18,CTT,M063,P.S. 063 William McKinley,,-,18,18
7.0,M,-,-,1,ATS,0K-09,1,7,SPEC ED,M063,P.S. 063 William McKinley,,12:1:1,7,7
,M,,,1,,,,,,M063,P.S. 063 William McKinley,7.6,,,
23.0,M,-,-,1,ATS,0K,1,23,GEN ED,M064,P.S. 064 Robert Simon,,-,23,23
24.0,M,-,-,1,ATS,01,1,24,GEN ED,M064,P.S. 064 Robert Simon,,-,24,24
20.0,M,-,-,1,ATS,01,1,20,CTT,M064,P.S. 064 Robert Simon,,-,20,20
20.0,M,-,-,1,ATS,02,1,20,GEN ED,M064,P.S. 064 Robert Simon,,-,20,20
20.0,M,-,-,1,ATS,02,1,20,CTT,M064,P.S. 064 Robert Simon,,-,20,20
17.0,M,-,-,1,ATS,03,1,17,GEN ED,M064,P.S. 064 Robert Simon,,-,17,17
16.0,M,-,-,1,ATS,03,1,16,CTT,M064,P.S. 064 Robert Simon,,-,16,16
23.0,M,-,-,1,ATS,04,1,23,GEN ED,M064,P.S. 064 Robert Simon,,-,23,23
22.0,M,-,-,1,ATS,04,1,22,CTT,M064,P.S. 064 Robert Simon,,-,22,22
25.5,M,-,-,1,ATS,05,2,51,CTT,M064,P.S. 064 Robert Simon,,-,26,25
9.5,M,-,-,1,ATS,0K-09,2,19,SPEC ED,M064,P.S. 064 Robert Simon,,12:1,10,9
,M,,,1,,,,,,M064,P.S. 064 Robert Simon,9.7,,,
22.5,M,-,-,1,ATS,0K,2,45,GEN ED,M110,P.S. 110 Florence Nightingale,,-,25,20
28.0,M,-,-,1,ATS,0K,1,28,CTT,M110,P.S. 110 Florence Nightingale,,-,28,28
22.5,M,-,-,1,ATS,01,2,45,GEN ED,M110,P.S. 110 Florence Nightingale,,-,23,22
22.0,M,-,-,1,ATS,01,1,22,CTT,M110,P.S. 110 Florence Nightingale,,-,22,22
19.5,M,-,-,1,ATS,02,2,39,GEN ED,M110,P.S. 110 Florence Nightingale,,-,25,14
19.0,M,-,-,1,ATS,02,1,19,CTT,M110,P.S. 110 Florence Nightingale,,-,19,19
26.0,M,-,-,1,ATS,03,2,52,GEN ED,M110,P.S. 110 Florence Nightingale,,-,29,23
19.0,M,-,-,1,ATS,03,1,19,CTT,M110,P.S. 110 Florence Nightingale,,-,19,19
23.0,M,-,-,1,ATS,04,2,46,GEN ED,M110,P.S. 110 Florence Nightingale,,-,23,23
22.0,M,-,-,1,ATS,04,1,22,CTT,M110,P.S. 110 Florence Nightingale,,-,22,22
28.0,M,-,-,1,ATS,05,1,28,GEN ED,M110,P.S. 110 Florence Nightingale,,-,28,28
27.0,M,-,-,1,ATS,05,1,27,CTT,M110,P.S. 110 Florence Nightingale,,-,27,27
10.0,M,-,-,1,ATS,0K-09,1,10,SPEC ED,M110,P.S. 110 Florence Nightingale,,12:1:1,10,10
,M,,,1,,,,,,M110,P.S. 110 Florence Nightingale,12.5,,,
18.3,M,-,-,1,ATS,0K,3,55,GEN ED,M134,P.S. 134 Henrietta Szold,,-,19,17
18.0,M,-,-,1,ATS,01,3,54,GEN ED,M134,P.S. 134 Henrietta Szold,,-,21,14
19.5,M,-,-,1,ATS,02,2,39,GEN ED,M134,P.S. 134 Henrietta Szold,,-,20,19
21.0,M,-,-,1,ATS,02,1,21,CTT,M134,P.S. 134 Henrietta Szold,,-,21,21
18.0,M,-,-,1,ATS,03,3,54,GEN ED,M134,P.S. 134 Henrietta Szold,,-,22,15
19.5,M,-,-,1,ATS,04,2,39,GEN ED,M134,P.S. 134 Henrietta Szold,,-,20,19
27.5,M,-,-,1,ATS,05,2,55,GEN ED,M134,P.S. 134 Henrietta Szold,,-,30,25
9.0,M,-,-,1,ATS,0K-09,3,27,SPEC ED,M134,P.S. 134 Henrietta Szold,,12:1,12,7
,M,,,1,,,,,,M134,P.S. 134 Henrietta Szold,11.6,,,
21.5,M,-,-,1,ATS,0K,2,43,GEN ED,M137,P.S. 137 John L. Bernstein,,-,23,20
17.5,M,-,-,1,ATS,01,2,35,GEN ED,M137,P.S. 137 John L. Bernstein,,-,21,14
22.0,M,-,-,1,ATS,02,1,22,GEN ED,M137,P.S. 137 John L. Bernstein,,-,22,22
16.5,M,-,-,1,ATS,03,2,33,GEN ED,M137,P.S. 137 John L. Bernstein,,-,18,15
14.0,M,-,-,1,ATS,04,1,14,GEN ED,M137,P.S. 137 John L. Bernstein,,-,14,14
19.0,M,-,-,1,ATS,04,1,19,CTT,M137,P.S. 137 John L. Bernstein,,-,19,19
24.0,M,-,-,1,ATS,05,1,24,GEN ED,M137,P.S. 137 John L. Bernstein,,-,24,24
9.7,M,-,-,1,ATS,0K-09,3,29,SPEC ED,M137,P.S. 137 John L. Bernstein,,12:1:1,11,8
,M,,,1,,,,,,M137,P.S. 137 John L. Bernstein,10.9,,,
17.0,M,-,-,1,ATS,0K,2,34,GEN ED,M140,P.S. 140 Nathan Straus,,-,17,17
20.0,M,-,-,1,ATS,01,1,20,GEN ED,M140,P.S. 140 Nathan Straus,,-,20,20
22.0,M,-,-,1,ATS,02,1,22,CTT,M140,P.S. 140 Nathan Straus,,-,22,22
25.0,M,-,-,1,ATS,03,1,25,GEN ED,M140,P.S. 140 Nathan Straus,,-,25,25
14.0,M,-,-,1,ATS,04,1,14,GEN ED,M140,P.S. 140 Nathan Straus,,-,14,14
13.0,M,-,-,1,ATS,04,1,13,CTT,M140,P.S. 140 Nathan Straus,,-,13,13
31.0,M,-,-,1,ATS,05,1,31,GEN ED,M140,P.S. 140 Nathan Straus,,-,31,31
32.0,M,-,-,1,ATS,06,1,32,GEN ED,M140,P.S. 140 Nathan Straus,,-,32,32
30.0,M,-,-,1,ATS,06,1,30,CTT,M140,P.S. 140 Nathan Straus,,-,30,30
27.5,M,-,-,1,ATS,07,2,55,GEN ED,M140,P.S. 140 Nathan Straus,,-,28,27
29.5,M,-,-,1,ATS,08,2,59,GEN ED,M140,P.S. 140 Nathan Straus,,-,30,29
6.0,M,-,-,1,ATS,0K-09,1,6,SPEC ED,M140,P.S. 140 Nathan Straus,,12:1,6,6
7.3,M,-,-,1,ATS,0K-09,3,22,SPEC ED,M140,P.S. 140 Nathan Straus,,12:1:1,8,6
29.0,M,MS English Core,ENGLISH,1,STARS,MS Core,5,145,GEN ED,M140,P.S. 140 Nathan Straus,,-,32,27
29.0,M,MS Math Core,MATH,1,STARS,MS Core,5,145,GEN ED,M140,P.S. 140 Nathan Straus,,-,32,27
29.0,M,MS Science Core,SCIENCE,1,STARS,MS Core,5,145,GEN ED,M140,P.S. 140 Nathan Straus,,-,32,27
28.7,M,MS Social Studies Core,SOCIAL STUDIES,1,STARS,MS Core,3,86,GEN ED,M140,P.S. 140 Nathan Straus,,-,32,27
29.5,M,Global History & Geography,SOCIAL STUDIES,1,STARS,MS Core,2,59,GEN ED,M140,P.S. 140 Nathan Straus,,-,31,28
30.0,M,MS English Core,ENGLISH,1,STARS,MS Core,1,30,CTT,M140,P.S. 140 Nathan Straus,,-,30,30
30.0,M,MS Math Core,MATH,1,STARS,MS Core,1,30,CTT,M140,P.S. 140 Nathan Straus,,-,30,30
30.0,M,MS Science Core,SCIENCE,1,STARS,MS Core,1,30,CTT,M140,P.S. 140 Nathan Straus,,-,30,30
30.0,M,MS Social Studies Core,SOCIAL STUDIES,1,STARS,MS Core,1,30,CTT,M140,P.S. 140 Nathan Straus,,-,30,30
,M,,,1,,,,,,M140,P.S. 140 Nathan Straus,11.9,,,
21.0,M,-,-,1,ATS,0K,2,42,GEN ED,M142,P.S. 142 Amalia Castro,,-,23,19
19.0,M,-,-,1,ATS,0K,1,19,CTT,M142,P.S. 142 Amalia Castro,,-,19,19
23.0,M,-,-,1,ATS,01,2,46,GEN ED,M142,P.S. 142 Amalia Castro,,-,24,22
20.0,M,-,-,1,ATS,01,1,20,CTT,M142,P.S. 142 Amalia Castro,,-,20,20
25.0,M,-,-,1,ATS,02,1,25,GEN ED,M142,P.S. 142 Amalia Castro,,-,25,25
22.0,M,-,-,1,ATS,02,1,22,CTT,M142,P.S. 142 Amalia Castro,,-,22,22
20.5,M,-,-,1,ATS,03,2,41,GEN ED,M142,P.S. 142 Amalia Castro,,-,21,20
19.0,M,-,-,1,ATS,03,1,19,CTT,M142,P.S. 142 Amalia Castro,,-,19,19
22.5,M,-,-,1,ATS,04,2,45,GEN ED,M142,P.S. 142 Amalia Castro,,-,23,22
18.0,M,-,-,1,ATS,04,1,18,CTT,M142,P.S. 142 Amalia Castro,,-,18,18
22.5,M,-,-,1,ATS,05,2,45,GEN ED,M142,P.S. 142 Amalia Castro,,-,23,22
22.0,M,-,-,1,ATS,05,1,22,CTT,M142,P.S. 142 Amalia Castro,,-,22,22
10.0,M,-,-,1,ATS,0K-09,2,20,SPEC ED,M142,P.S. 142 Amalia Castro,,12:1,11,9
12.0,M,-,-,1,ATS,0K-09,1,12,SPEC ED,M142,P.S. 142 Amalia Castro,,12:1:1,12,12
,M,,,1,,,,,,M142,P.S. 142 Amalia Castro,12.3,,,
25.7,M,-,-,1,ATS,0K,3,77,GEN ED,M184,P.S. 184m Shuang Wen,,-,26,25
23.0,M,-,-,1,ATS,0K,1,23,CTT,M184,P.S. 184m Shuang Wen,,-,23,23
24.7,M,-,-,1,ATS,01,3,74,GEN ED,M184,P.S. 184m Shuang Wen,,-,25,24
22.0,M,-,-,1,ATS,01,1,22,CTT,M184,P.S. 184m Shuang Wen,,-,22,22
24.7,M,-,-,1,ATS,02,3,74,GEN ED,M184,P.S. 184m Shuang Wen,,-,25,24
22.0,M,-,-,1,ATS,03,3,66,GEN ED,M184,P.S. 184m Shuang Wen,,-,22,22
24.3,M,-,-,1,ATS,04,3,73,GEN ED,M184,P.S. 184m Shuang Wen,,-,25,24
34.0,M,-,-,1,ATS,05,2,68,GEN ED,M184,P.S. 184m Shuang Wen,,-,34,34
28.5,M,-,-,1,ATS,06,2,57,GEN ED,M184,P.S. 184m Shuang Wen,,-,29,28
26.5,M,-,-,1,ATS,07,2,53,GEN ED,M184,P.S. 184m Shuang Wen,,-,27,26
27.0,M,-,-,1,ATS,08,2,54,GEN ED,M184,P.S. 184m Shuang Wen,,-,28,26
27.3,M,MS English Core,ENGLISH,1,STARS,MS Core,6,164,GEN ED,M184,P.S. 184m Shuang Wen,,-,29,26
24.2,M,MS Math Core,MATH,1,STARS,MS Core,5,121,GEN ED,M184,P.S. 184m Shuang Wen,,-,29,11
18.0,M,Integrated Algebra,MATH,1,STARS,MS Core,2,36,GEN ED,M184,P.S. 184m Shuang Wen,,-,21,15
27.4,M,MS Science Core,SCIENCE,1,STARS,MS Core,5,137,GEN ED,M184,P.S. 184m Shuang Wen,,-,29,26
27.0,M,Living Environment,SCIENCE,1,STARS,MS Core,1,27,GEN ED,M184,P.S. 184m Shuang Wen,,-,27,27
27.6,M,MS Social Studies Core,SOCIAL STUDIES,1,STARS,MS Core,5,138,GEN ED,M184,P.S. 184m Shuang Wen,,-,29,26
26.0,M,Participation in Government,SOCIAL STUDIES,1,STARS,MS Core,1,26,GEN ED,M184,P.S. 184m Shuang Wen,,-,26,26
,M,,,1,,,,,,M184,P.S. 184m Shuang Wen,15.5,,,
22.0,M,-,-,1,ATS,0K,1,22,GEN ED,M188,P.S. 188 The Island School,,-,22,22
19.0,M,-,-,1,ATS,01,1,19,GEN ED,M188,P.S. 188 The Island School,,-,19,19
20.0,M,-,-,1,ATS,02,1,20,GEN ED,M188,P.S. 188 The Island School,,-,20,20
25.0,M,-,-,1,ATS,03,1,25,GEN ED,M188,P.S. 188 The Island School,,-,25,25
24.0,M,-,-,1,ATS,04,1,24,CTT,M188,P.S. 188 The Island School,,-,24,24
26.0,M,-,-,1,ATS,05,1,26,GEN ED,M188,P.S. 188 The Island School,,-,26,26
25.0,M,-,-,1,ATS,05,1,25,CTT,M188,P.S. 188 The Island School,,-,25,25
25.0,M,-,-,1,ATS,06,1,25,GEN ED,M188,P.S. 188 The Island School,,-,25,25
22.0,M,-,-,1,ATS,06,1,22,CTT,M188,P.S. 188 The Island School,,-,22,22
23.0,M,-,-,1,ATS,07,1,23,GEN ED,M188,P.S. 188 The Island School,,-,23,23
26.0,M,-,-,1,ATS,07,1,26,CTT,M188,P.S. 188 The Island School,,-,26,26
23.0,M,-,-,1,ATS,08,1,23,GEN ED,M188,P.S. 188 The Island School,,-,23,23
26.0,M,-,-,1,ATS,08,1,26,CTT,M188,P.S. 188 The Island School,,-,26,26
11.0,M,-,-,1,ATS,0K-09,1,11,SPEC ED,M188,P.S. 188 The Island School,,12:1:1,11,11
22.3,M,MS English Core,ENGLISH,1,STARS,MS Core,3,67,GEN ED,M188,P.S. 188 The Island School,,-,24,21
22.3,M,MS Math Core,MATH,1,STARS,MS Core,3,67,GEN ED,M188,P.S. 188 The Island School,,-,24,21
22.3,M,MS Science Core,SCIENCE,1,STARS,MS Core,3,67,GEN ED,M188,P.S. 188 The Island School,,-,24,21
,M,,,1,,,,,,M361,The Children's Workshop School,11.5,,,
22.3,M,MS Social Studies Core,SOCIAL STUDIES,1,STARS,MS Core,3,67,GEN ED,M188,P.S. 188 The Island School,,-,24,21
23.7,M,MS English Core,ENGLISH,1,STARS,MS Core,3,71,CTT,M188,P.S. 188 The Island School,,-,26,21
23.7,M,MS Math Core,MATH,1,STARS,MS Core,3,71,CTT,M188,P.S. 188 The Island School,,-,26,21
23.7,M,MS Science Core,SCIENCE,1,STARS,MS Core,3,71,CTT,M188,P.S. 188 The Island School,,-,26,21
23.7,M,MS Social Studies Core,SOCIAL STUDIES,1,STARS,MS Core,3,71,CTT,M188,P.S. 188 The Island School,,-,26,21
13.0,M,MS English Core,ENGLISH,1,STARS,MS Core,1,13,SPEC ED,M188,P.S. 188 The Island School,,-,13,13
13.0,M,MS Math Core,MATH,1,STARS,MS Core,1,13,SPEC ED,M188,P.S. 188 The Island School,,-,13,13
13.0,M,MS Science Core,SCIENCE,1,STARS,MS Core,1,13,SPEC ED,M188,P.S. 188 The Island School,,-,13,13
13.0,M,MS Social Studies Core,SOCIAL STUDIES,1,STARS,MS Core,1,13,SPEC ED,M188,P.S. 188 The Island School,,-,13,13
,M,,,1,,,,,,M188,P.S. 188 The Island School,10.9,,,
21.0,M,-,-,1,ATS,06,1,21,CTT,M292,Henry Street School for International Studies,,-,21,21
20.0,M,-,-,1,ATS,07,1,20,GEN ED,M292,Henry Street School for International Studies,,-,20,20
19.0,M,-,-,1,ATS,07,1,19,CTT,M292,Henry Street School for International Studies,,-,19,19
23.5,M,-,-,1,ATS,08,2,47,GEN ED,M292,Henry Street School for International Studies,,-,24,23
6.0,M,-,-,1,ATS,0K-09,1,6,SPEC ED,M292,Henry Street School for International Studies,,12:1,6,6
7.0,M,-,-,1,ATS,0K-09,1,7,SPEC ED,M292,Henry Street School for International Studies,,12:1:1,7,7
21.3,M,MS English Core,ENGLISH,1,STARS,MS Core,4,85,GEN ED,M292,Henry Street School for International Studies,,-,24,19
19.5,M,MS Math Core,MATH,1,STARS,MS Core,2,39,GEN ED,M292,Henry Street School for International Studies,,-,20,19
22.5,M,Integrated Algebra,MATH,1,STARS,MS Core,2,45,GEN ED,M292,Henry Street School for International Studies,,-,24,21
19.5,M,MS Science Core,SCIENCE,1,STARS,MS Core,2,39,GEN ED,M292,Henry Street School for International Studies,,-,20,19
